"ID","DESCRIPTION","REACTION","GPR","REVERSIBLE","LOWER.BOUND","UPPER.BOUND","OBJECTIVE"
"r2261","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02200[c] + HC02203[e]  => hco3[e] + HC02200[e] + HC02203[c] ","10599.1",0,0,0,0
"r2262","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02201[c] + HC02203[e]  => hco3[e] + HC02201[e] + HC02203[c] ","10599.1",0,0,0,0
"r2263","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02199[c] + HC02204[e]  => hco3[e] + HC02199[e] + HC02204[c] ","10599.1",0,0,0,0
"r2264","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02200[c] + HC02204[e]  => hco3[e] + HC02200[e] + HC02204[c] ","10599.1",0,0,0,0
"r2265","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02201[c] + HC02204[e]  => hco3[e] + HC02201[e] + HC02204[c] ","10599.1",0,0,0,0
"r2266","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02199[c] + HC02205[e]  => hco3[e] + HC02199[e] + HC02205[c] ","10599.1",0,0,0,0
"r2267","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02200[c] + HC02205[e]  => hco3[e] + HC02200[e] + HC02205[c] ","10599.1",0,0,0,0
"r2268","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02201[c] + HC02205[e]  => hco3[e] + HC02201[e] + HC02205[c] ","10599.1",0,0,0,0
"r2269","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02199[c] + HC02206[e]  => hco3[e] + HC02199[e] + HC02206[c] ","10599.1",0,0,0,0
"r2270","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02200[c] + HC02206[e]  => hco3[e] + HC02200[e] + HC02206[c] ","10599.1",0,0,0,0
"r2271","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02201[c] + HC02206[e]  => hco3[e] + HC02201[e] + HC02206[c] ","10599.1",0,0,0,0
"r2272","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02199[c] + HC02207[e]  => hco3[e] + HC02199[e] + HC02207[c] ","10599.1",0,0,0,0
"r2273","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02200[c] + HC02207[e]  => hco3[e] + HC02200[e] + HC02207[c] ","10599.1",0,0,0,0
"r2274","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02201[c] + HC02207[e]  => hco3[e] + HC02201[e] + HC02207[c] ","10599.1",0,0,0,0
"r2275","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02199[c] + HC02208[e]  => hco3[e] + HC02199[e] + HC02208[c] ","10599.1",0,0,0,0
"r2276","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02200[c] + HC02208[e]  => hco3[e] + HC02200[e] + HC02208[c] ","10599.1",0,0,0,0
"r2277","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02201[c] + HC02208[e]  => hco3[e] + HC02201[e] + HC02208[c] ","10599.1",0,0,0,0
"r2278","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostgd2[e] + HC02199[c]  => hco3[e] + prostgd2[c] + HC02199[e] ","10599.1",0,0,0,0
"r2279","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostgd2[e] + HC02200[c]  => hco3[e] + prostgd2[c] + HC02200[e] ","10599.1",0,0,0,0
"r2280","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostgd2[e] + HC02201[c]  => hco3[e] + prostgd2[c] + HC02201[e] ","10599.1",0,0,0,0
"r2281","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02199[c] + HC02210[e]  => hco3[e] + HC02199[e] + HC02210[c] ","10599.1",0,0,0,0
"r2282","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02200[c] + HC02210[e]  => hco3[e] + HC02200[e] + HC02210[c] ","10599.1",0,0,0,0
"r2283","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02201[c] + HC02210[e]  => hco3[e] + HC02201[e] + HC02210[c] ","10599.1",0,0,0,0
"r2284","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostge1[e] + HC02199[c]  => hco3[e] + prostge1[c] + HC02199[e] ","10599.1",0,0,0,0
"r2285","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostge1[e] + HC02200[c]  => hco3[e] + prostge1[c] + HC02200[e] ","10599.1",0,0,0,0
"r2286","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostge1[e] + HC02201[c]  => hco3[e] + prostge1[c] + HC02201[e] ","10599.1",0,0,0,0
"r2287","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02199[c] + HC02213[e]  => hco3[e] + HC02199[e] + HC02213[c] ","10599.1",0,0,0,0
"r2288","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02200[c] + HC02213[e]  => hco3[e] + HC02200[e] + HC02213[c] ","10599.1",0,0,0,0
"r2289","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02201[c] + HC02213[e]  => hco3[e] + HC02201[e] + HC02213[c] ","10599.1",0,0,0,0
"r2290","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02199[c] + HC02214[e]  => hco3[e] + HC02199[e] + HC02214[c] ","10599.1",0,0,0,0
"r2291","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02200[c] + HC02214[e]  => hco3[e] + HC02200[e] + HC02214[c] ","10599.1",0,0,0,0
"r2292","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02201[c] + HC02214[e]  => hco3[e] + HC02201[e] + HC02214[c] ","10599.1",0,0,0,0
"r2293","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostgf2[e] + HC02199[c]  => hco3[e] + prostgf2[c] + HC02199[e] ","10599.1",0,0,0,0
"r2294","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostgf2[e] + HC02200[c]  => hco3[e] + prostgf2[c] + HC02200[e] ","10599.1",0,0,0,0
"r2295","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostgf2[e] + HC02201[c]  => hco3[e] + prostgf2[c] + HC02201[e] ","10599.1",0,0,0,0
"r2296","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02199[c] + HC02216[e]  => hco3[e] + HC02199[e] + HC02216[c] ","10599.1",0,0,0,0
"r2297","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02200[c] + HC02216[e]  => hco3[e] + HC02200[e] + HC02216[c] ","10599.1",0,0,0,0
"r2298","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02201[c] + HC02216[e]  => hco3[e] + HC02201[e] + HC02216[c] ","10599.1",0,0,0,0
"r2299","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02199[c] + HC02217[e]  => hco3[e] + HC02199[e] + HC02217[c] ","10599.1",0,0,0,0
"r2300","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02200[c] + HC02217[e]  => hco3[e] + HC02200[e] + HC02217[c] ","10599.1",0,0,0,0
"r2301","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + HC02201[c] + HC02217[e]  => hco3[e] + HC02201[e] + HC02217[c] ","10599.1",0,0,0,0
"r2302","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostgh2[e] + HC02199[c]  => hco3[e] + prostgh2[c] + HC02199[e] ","10599.1",0,0,0,0
"r2303","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostgh2[e] + HC02200[c]  => hco3[e] + prostgh2[c] + HC02200[e] ","10599.1",0,0,0,0
"r2304","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostgh2[e] + HC02201[c]  => hco3[e] + prostgh2[c] + HC02201[e] ","10599.1",0,0,0,0
"r2305","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostgi2[e] + HC02199[c]  => hco3[e] + prostgi2[c] + HC02199[e] ","10599.1",0,0,0,0
"r2306","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostgi2[e] + HC02200[c]  => hco3[e] + prostgi2[c] + HC02200[e] ","10599.1",0,0,0,0
"r2307","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5","hco3[c] + prostgi2[e] + HC02201[c]  => hco3[e] + prostgi2[c] + HC02201[e] ","10599.1",0,0,0,0
"r2308","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14","hco3[c] + gthrd[c] + hista[e]  <=> hco3[e] + gthrd[e] + hista[c] ","6579.1",1,-1000,1000,0
"r2309","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14","hco3[c] + gthrd[c] + nrpphr[e]  <=> hco3[e] + nrpphr[c] + gthrd[e] ","6579.1",1,-1000,1000,0
"r2310","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14","hco3[c] + gthrd[c] + srtn[e]  <=> hco3[e] + srtn[c] + gthrd[e] ","6579.1",1,-1000,1000,0
"r2311","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14","hco3[c] + ach[e] + gthrd[c]  <=> hco3[e] + ach[c] + gthrd[e] ","6579.1",1,-1000,1000,0
"r2312","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14","hco3[c] + gthrd[c] + dopa[e]  <=> hco3[e] + dopa[c] + gthrd[e] ","6579.1",1,-1000,1000,0
"r2313","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + arachd[e] + gthrd[c]  <=> hco3[e] + arachd[c] + gthrd[e] ","6578.1",1,-1000,1000,0
"r2314","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + leuktrD4[e]  <=> hco3[e] + gthrd[e] + leuktrD4[c] ","6578.1",1,-1000,1000,0
"r2315","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + HC02179[e]  <=> hco3[e] + gthrd[e] + HC02179[c] ","6578.1",1,-1000,1000,0
"r2316","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + leuktrA4[e]  <=> hco3[e] + leuktrA4[c] + gthrd[e] ","6578.1",1,-1000,1000,0
"r2317","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + leuktrB4[e]  <=> hco3[e] + gthrd[e] + leuktrB4[c] ","6578.1",1,-1000,1000,0
"r2318","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + leuktrF4[e]  <=> hco3[e] + gthrd[e] + leuktrF4[c] ","6578.1",1,-1000,1000,0
"r2319","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + HC02202[e]  <=> hco3[e] + gthrd[e] + HC02202[c] ","6578.1",1,-1000,1000,0
"r2320","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + HC02203[e]  <=> hco3[e] + gthrd[e] + HC02203[c] ","6578.1",1,-1000,1000,0
"r2321","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + HC02204[e]  <=> hco3[e] + gthrd[e] + HC02204[c] ","6578.1",1,-1000,1000,0
"r2322","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + HC02205[e]  <=> hco3[e] + gthrd[e] + HC02205[c] ","6578.1",1,-1000,1000,0
"r2323","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + HC02206[e]  <=> hco3[e] + gthrd[e] + HC02206[c] ","6578.1",1,-1000,1000,0
"r2324","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + HC02207[e]  <=> hco3[e] + gthrd[e] + HC02207[c] ","6578.1",1,-1000,1000,0
"r2325","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + HC02208[e]  <=> hco3[e] + gthrd[e] + HC02208[c] ","6578.1",1,-1000,1000,0
"r2326","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + prostgd2[e]  <=> hco3[e] + gthrd[e] + prostgd2[c] ","6578.1",1,-1000,1000,0
"r2327","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + HC02210[e]  <=> hco3[e] + gthrd[e] + HC02210[c] ","6578.1",1,-1000,1000,0
"r2328","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + prostge1[e]  <=> hco3[e] + prostge1[c] + gthrd[e] ","6578.1",1,-1000,1000,0
"r2329","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + HC02213[e]  <=> hco3[e] + gthrd[e] + HC02213[c] ","6578.1",1,-1000,1000,0
"r2330","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + HC02214[e]  <=> hco3[e] + gthrd[e] + HC02214[c] ","6578.1",1,-1000,1000,0
"r2331","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + prostgf2[e]  <=> hco3[e] + prostgf2[c] + gthrd[e] ","6578.1",1,-1000,1000,0
"r2332","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + HC02216[e]  <=> hco3[e] + gthrd[e] + HC02216[c] ","6578.1",1,-1000,1000,0
"r2333","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + HC02217[e]  <=> hco3[e] + gthrd[e] + HC02217[c] ","6578.1",1,-1000,1000,0
"r2334","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + prostgh2[e]  <=> hco3[e] + gthrd[e] + prostgh2[c] ","6578.1",1,-1000,1000,0
"r2335","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2","hco3[c] + gthrd[c] + prostgi2[e]  <=> hco3[e] + gthrd[e] + prostgi2[c] ","6578.1",1,-1000,1000,0
"r2338","Major Facilitator(MFS) TCDB:2.A.1.19.1","ach[e]  <=> ach[c] ","6580.1",1,-1000,1000,0
"r2341","Organic anion transporter 5 Utilized transport","leuktrC4[e]  <=> leuktrC4[c] ","387775.1",1,-1000,1000,0
"r2342","Organic anion transporter 5 Utilized transport","estrones[e]  <=> estrones[c] ","387775.1",1,-1000,1000,0
"r2343","Organic anion transporter 5 Utilized transport","dheas[e]  <=> dheas[c] ","387775.1",1,-1000,1000,0
"r2344","Organic anion transporter 5 Utilized transport","bildglcur[e]  <=> bildglcur[c] ","387775.1",1,-1000,1000,0
"r2346","Organic anion transporter 5 Utilized transport","HC02179[e]  <=> HC02179[c] ","387775.1",1,-1000,1000,0
"r2347","Organic anion transporter 5 Utilized transport","HC02180[e]  <=> HC02180[c] ","387775.1",1,-1000,1000,0
"r2352","Organic anion transporter 5 Utilized transport","HC02187[e]  <=> HC02187[c] ","387775.1",1,-1000,1000,0
"r2353","Organic anion transporter 5 Utilized transport","bilglcur[e]  <=> bilglcur[c] ","387775.1",1,-1000,1000,0
"r2354","Organic anion transporter 5 Utilized transport","HC02202[e]  <=> HC02202[c] ","387775.1",1,-1000,1000,0
"r2355","Organic anion transporter 5 Utilized transport","HC02203[e]  <=> HC02203[c] ","387775.1",1,-1000,1000,0
"r2356","Organic anion transporter 5 Utilized transport","HC02204[e]  <=> HC02204[c] ","387775.1",1,-1000,1000,0
"r2357","Organic anion transporter 5 Utilized transport","HC02205[e]  <=> HC02205[c] ","387775.1",1,-1000,1000,0
"r2358","Organic anion transporter 5 Utilized transport","HC02206[e]  <=> HC02206[c] ","387775.1",1,-1000,1000,0
"r2359","Organic anion transporter 5 Utilized transport","HC02207[e]  <=> HC02207[c] ","387775.1",1,-1000,1000,0
"r2360","Organic anion transporter 5 Utilized transport","HC02208[e]  <=> HC02208[c] ","387775.1",1,-1000,1000,0
"r2361","Organic anion transporter 5 Utilized transport","prostgd2[e]  <=> prostgd2[c] ","387775.1",1,-1000,1000,0
"r2362","Organic anion transporter 5 Utilized transport","HC02210[e]  <=> HC02210[c] ","387775.1",1,-1000,1000,0
"r2363","Organic anion transporter 5 Utilized transport","prostge1[e]  <=> prostge1[c] ","387775.1",1,-1000,1000,0
"r2364","Organic anion transporter 5 Utilized transport","HC02213[e]  <=> HC02213[c] ","387775.1",1,-1000,1000,0
"r2365","Organic anion transporter 5 Utilized transport","HC02214[e]  <=> HC02214[c] ","387775.1",1,-1000,1000,0
"r2366","Organic anion transporter 5 Utilized transport","HC02216[e]  <=> HC02216[c] ","387775.1",1,-1000,1000,0
"r2367","Organic anion transporter 5 Utilized transport","HC02217[e]  <=> HC02217[c] ","387775.1",1,-1000,1000,0
"r2368","Organic anion transporter 5 Utilized transport","prostgh2[e]  <=> prostgh2[c] ","387775.1",1,-1000,1000,0
"r2369","Organic anion transporter 5 Utilized transport","prostgi2[e]  <=> prostgi2[c] ","387775.1",1,-1000,1000,0
"r2370","Nucleobase:Cation Symporter-2 (NCS2) TCDB:2.A.40.6.1","2 na1[e] + ascb_L[e]  => 2 na1[c] + ascb_L[c] ","9963.1",0,0,1000,0
"r2371","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","cit[m] + HC00342[c]  <=> cit[c] + HC00342[m] ","6576.1",1,-1000,1000,0
"r2372","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","icit[m] + HC00342[c]  <=> icit[c] + HC00342[m] ","6576.1",1,-1000,1000,0
"r2373","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","akg[c] + cit[m]  <=> akg[m] + cit[c] ","6576.1",1,-1000,1000,0
"r2374","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","cit[m] + oxa[c]  <=> cit[c] + oxa[m] ","6576.1",1,-1000,1000,0
"r2375","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","icit[m] + succ[c]  <=> icit[c] + succ[m] ","6576.1",1,-1000,1000,0
"r2376","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","icit[m] + oxa[c]  <=> icit[c] + oxa[m] ","6576.1",1,-1000,1000,0
"r2377","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","akg[c] + HC00342[m]  <=> akg[m] + HC00342[c] ","6576.1",1,-1000,1000,0
"r2378","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","succ[c] + HC00342[m]  <=> succ[m] + HC00342[c] ","6576.1",1,-1000,1000,0
"r2379","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","mal_L[c] + HC00342[m]  <=> mal_L[m] + HC00342[c] ","6576.1",1,-1000,1000,0
"r2380","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","oxa[c] + HC00342[m]  <=> HC00342[c] + oxa[m] ","6576.1",1,-1000,1000,0
"r2381","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","h[c] + akg[m] + cit[c]  => h[m] + akg[c] + cit[m] ","6576.1",0,0,1000,0
"r2382","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","h[c] + cit[c] + succ[m]  => h[m] + cit[m] + succ[c] ","6576.1",0,0,1000,0
"r2384","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","h[c] + cit[c] + oxa[m]  => h[m] + cit[m] + oxa[c] ","6576.1",0,0,1000,0
"r2385","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","h[c] + akg[m] + icit[c]  => h[m] + akg[c] + icit[m] ","6576.1",0,0,1000,0
"r2386","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","h[c] + icit[c] + succ[m]  => h[m] + icit[m] + succ[c] ","6576.1",0,0,1000,0
"r2387","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","h[c] + icit[c] + mal_L[m]  => h[m] + icit[m] + mal_L[c] ","6576.1",0,0,1000,0
"r2388","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","h[c] + icit[c] + oxa[m]  => h[m] + icit[m] + oxa[c] ","6576.1",0,0,1000,0
"r2389","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","h[c] + akg[m] + HC00342[c]  => h[m] + akg[c] + HC00342[m] ","6576.1",0,0,1000,0
"r2390","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","h[c] + succ[m] + HC00342[c]  => h[m] + succ[c] + HC00342[m] ","6576.1",0,0,1000,0
"r2391","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","h[c] + mal_L[m] + HC00342[c]  => h[m] + mal_L[c] + HC00342[m] ","6576.1",0,0,1000,0
"r2392","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","h[c] + HC00342[c] + oxa[m]  => h[m] + oxa[c] + HC00342[m] ","6576.1",0,0,1000,0
"r2393","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","pep[c] + icit[m]  => icit[c] + pep[m] ","6576.1",0,0,1000,0
"r2394","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2","pep[c] + HC00342[m]  => pep[m] + HC00342[c] ","6576.1",0,0,1000,0
"r2395","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + lys_L[m] + arg_L[c]  => h[m] + lys_L[c] + arg_L[m] ","83884.1",0,0,1000,0
"r2396","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + orn[c] + lys_L[m]  => h[m] + lys_L[c] + orn[m] ","83884.1",0,0,1000,0
"r2397","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + lys_L[m] + his_L[c]  => h[m] + lys_L[c] + his_L[m] ","83884.1",0,0,1000,0
"r2398","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + lys_L[m] + citr_L[c]  => h[m] + lys_L[c] + citr_L[m] ","83884.1",0,0,1000,0
"r2399","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + lys_L[c] + arg_L[m]  => h[m] + lys_L[m] + arg_L[c] ","83884.1",0,0,1000,0
"r2400","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + orn[c] + arg_L[m]  => h[m] + arg_L[c] + orn[m] ","83884.1",0,0,1000,0
"r2401","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + arg_L[m] + his_L[c]  => h[m] + arg_L[c] + his_L[m] ","83884.1",0,0,1000,0
"r2402","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + arg_L[m] + citr_L[c]  => h[m] + arg_L[c] + citr_L[m] ","83884.1",0,0,1000,0
"r2403","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + lys_L[c] + orn[m]  => h[m] + orn[c] + lys_L[m] ","83884.1",0,0,1000,0
"r2404","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + arg_L[c] + orn[m]  => h[m] + orn[c] + arg_L[m] ","83884.1",0,0,1000,0
"r2405","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + orn[m] + his_L[c]  => h[m] + orn[c] + his_L[m] ","83884.1",0,0,1000,0
"r2406","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + lys_L[c] + his_L[m]  => h[m] + lys_L[m] + his_L[c] ","83884.1",0,0,1000,0
"r2407","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + arg_L[c] + his_L[m]  => h[m] + arg_L[m] + his_L[c] ","83884.1",0,0,1000,0
"r2408","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + orn[c] + his_L[m]  => h[m] + orn[m] + his_L[c] ","83884.1",0,0,1000,0
"r2409","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + citr_L[c] + his_L[m]  => h[m] + citr_L[m] + his_L[c] ","83884.1",0,0,1000,0
"r2410","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + lys_L[c] + citr_L[m]  => h[m] + lys_L[m] + citr_L[c] ","83884.1",0,0,1000,0
"r2411","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + arg_L[c] + citr_L[m]  => h[m] + arg_L[m] + citr_L[c] ","83884.1",0,0,1000,0
"r2412","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + orn[c] + citr_L[m]  => h[m] + orn[m] + citr_L[c] ","83884.1",0,0,1000,0
"r2413","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + citr_L[m] + his_L[c]  => h[m] + citr_L[c] + his_L[m] ","83884.1",0,0,1000,0
"r2416","Mitochondrial Carrier (MC) TCDB:2.A.29.19.1","h[c] + his_L[m]  => h[m] + his_L[c] ","83884.1",0,0,1000,0
"r2419","Mitochondrial Carrier (MC) TCDB:2.A.29.2.7","akg[c] + pi[m]  => pi[c] + akg[m] ","1468.1",0,0,1000,0
"r2420","Mitochondrial Carrier (MC) TCDB:2.A.29.2.7","pi[m] + oxa[c]  <=> pi[c] + oxa[m] ","1468.1",1,-1000,1000,0
"r2425","Mitochondrial Carrier (MC) TCDB:2.A.29.16.1","adp[m] + dgdp[c]  => adp[c] + dgdp[m] ","60386.1",0,0,1000,0
"r2433","Mitochondrial Carrier (MC) TCDB:2.A.29.8.3","acrn[c] + crn[m]  => acrn[m] + crn[c] ","788.1",0,0,1000,0
"r2434","Mitochondrial Carrier (MC) TCDB:2.A.29.8.3","crn[m] + HC01007[c]  => crn[c] + HC01007[m] ","788.1",0,0,1000,0
"r2435","Mitochondrial Carrier (MC) TCDB:2.A.29.8.3","crn[m] + pmtcrn[c]  => crn[c] + pmtcrn[m] ","788.1",0,0,1000,0
"r2436","Mitochondrial Carrier (MC) TCDB:2.A.29.8.3","crn[m] + HC02147[c]  => crn[c] + HC02147[m] ","788.1",0,0,0,0
"r2437","Mitochondrial Carrier (MC) TCDB:2.A.29.8.3","crn[m] + HC02149[c]  => crn[c] + HC02149[m] ","788.1",0,0,1000,0
"r2438","Mitochondrial Carrier (MC) TCDB:2.A.29.8.3","crn[m] + HC02150[c]  => crn[c] + HC02150[m] ","788.1",0,0,0,0
"r2439","Zinc (Zn2+)-Iron (Fe2+) Permease (ZIP), TCDB:2.A.53.2.2","hco3[c] + so4[e]  => hco3[e] + so4[c] ","10861.1",0,0,1000,0
